ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 0001443,2015-03-02,2015,3,2,Avon Corp,Distributor,AXW291,STK-102,5,354.32,1771.6,1030,741.5999999999999,alpha,CZ,0,10,2015-03,2015-10
SO - 0001444,2016-04-22,2016,4,22,"Elorac, Corp",Distributor,AXW291,STK-110,11,538.48,5923.280000000001,2794,3129.2800000000007,beta,BX,0,16,2016-04,2016-16
SO - 0001445,2016-01-06,2016,1,6,Pure Group,Wholesale,GUT930,STK-131,6,580.35,3482.1000000000004,1590,1892.1000000000004,beta,BY,0,1,2016-01,2016-01
SO - 0001446,2015-12-11,2015,12,11,Medline ,Export,AXW291,STK-101,9,417.45,3757.05,2277,1480.0499999999995,beta,CX,0,50,2015-12,2015-50
SO - 0001447,2015-12-13,2015,12,13,OUR Ltd,Wholesale,GUT930,STK-139,10,574.24,5742.4,2960,2782.4,alpha,BY,0,50,2015-12,2015-50
SO - 0001448,2015-05-13,2015,5,13,"Apotheca, Ltd",Wholesale,AXW291,STK-107,8,262.26,2098.08,1488,610.0799999999999,beta,CZ,0,20,2015-05,2015-20
SO - 0001449,2015-01-06,2015,1,6,Niconovum Corp,Wholesale,AXW291,STK-107,6,262.26,1573.56,1116,457.56,alpha,CZ,0,2,2015-01,2015-02
SO - 0001450,2015-12-18,2015,12,18,O.E. Ltd,Wholesale,FLR025,STK-146,9,443.84,3994.56,2628,1366.5600000000004,beta,BX,0,51,2015-12,2015-51
SO - 0001451,2016-04-17,2016,4,17,WakeFern ,Wholesale,AXW291,STK-168,8,535.02,4280.16,1928,2352.16,alpha,BZ,0,15,2016-04,2016-15
SO - 0001452,2016-06-14,2016,6,14,Pure Group,Distributor,GUT930,STK-167,11,343.90000000000003,3782.900000000001,2090,1692.9000000000003,beta,CY,0,24,2016-06,2016-24
SO - 0001453,2016-02-19,2016,2,19,OUR Ltd,Wholesale,FLR025,STK-123,9,233.84,2104.56,1332,772.56,alpha,CY,0,7,2016-02,2016-07
SO - 0001454,2016-02-22,2016,2,22,Prasco Group,Export,AXW291,STK-147,7,414.15,2899.05,1757,1142.0499999999995,alpha,CY,0,8,2016-02,2016-08
SO - 0001455,2015-11-19,2015,11,19,Winthrop ,Wholesale,AXW291,STK-100,6,115.8,694.8000000000001,360,334.80000000000007,beta,CX,0,47,2015-11,2015-47
SO - 0001456,2016-03-05,2016,3,5,Victory Ltd,Wholesale,AXW291,STK-165,10,145.6,1456.0,910,546.0,beta,CY,0,9,2016-03,2016-09
SO - 0001457,2015-12-04,2015,12,4,OUR Ltd,Export,NXH382,STK-144,6,127.92000000000002,767.5200000000001,468,299.5200000000001,alpha,CY,0,49,2015-12,2015-49
SO - 0001458,2015-10-21,2015,10,21,Ei ,Wholesale,AXW291,STK-129,9,284.59,2561.31,1719,842.31,alpha,CY,0,43,2015-10,2015-43
SO - 0001459,2015-09-29,2015,9,29,"Exact-Rx, Corp",Distributor,NXH382,STK-110,5,538.48,2692.4,1270,1422.4,beta,BX,0,40,2015-09,2015-40
SO - 0001460,2015-12-29,2015,12,29,Qualitest ,Wholesale,NXH382,STK-147,11,414.15,4555.65,2761,1794.6499999999996,beta,CY,0,53,2015-12,2015-53
SO - 0001461,2015-09-06,2015,9,6,ETUDE Ltd,Wholesale,AXW291,STK-102,12,354.32,4251.84,2472,1779.84,beta,CZ,0,36,2015-09,2015-36
SO - 0001462,2016-05-01,2016,5,1,Eminence Corp,Distributor,AXW291,STK-141,5,301.49999999999994,1507.4999999999998,750,757.4999999999998,alpha,CY,0,17,2016-05,2016-17
SO - 0001463,2015-02-17,2015,2,17,Ascend Ltd,Distributor,AXW291,STK-154,6,345.15,2070.9,1170,900.8999999999996,beta,CY,0,8,2015-02,2015-08
SO - 0001464,2015-04-08,2015,4,8,WakeFern ,Wholesale,AXW291,STK-136,5,287.98,1439.9,770,669.9000000000001,alpha,CY,0,15,2015-04,2015-15
SO - 0001465,2015-07-16,2015,7,16,"Fenwal, Corp",Wholesale,FLR025,STK-144,10,127.92000000000002,1279.2000000000005,780,499.2000000000003,alpha,CY,0,29,2015-07,2015-29
SO - 0001466,2015-03-14,2015,3,14,"Elorac, Corp",Wholesale,AXW291,STK-145,10,305.02,3050.2,2020,1030.1999999999998,beta,CZ,0,11,2015-03,2015-11
SO - 0001467,2016-03-06,2016,3,6,Bare ,Distributor,AXW291,STK-114,10,291.43,2914.3,1510,1404.3000000000002,beta,CZ,0,9,2016-03,2016-09
SO - 0001468,2015-02-08,2015,2,8,U.S. Ltd,Distributor,NXH382,STK-153,11,452.48,4977.280000000001,2464,2513.2800000000007,beta,BX,0,6,2015-02,2015-06
SO - 0001469,2016-05-05,2016,5,5,OUR Ltd,Wholesale,AXW291,STK-138,8,257.28,2058.24,1072,986.2399999999998,alpha,CY,0,18,2016-05,2016-18
SO - 0001470,2015-02-21,2015,2,21,Pacific Ltd,Distributor,AXW291,STK-111,9,406.8,3661.2,2034,1627.2000000000005,beta,CZ,0,8,2015-02,2015-08
SO - 0001471,2015-07-31,2015,7,31,Medsep Group,Wholesale,AXW291,STK-114,5,291.43,1457.15,755,702.1500000000001,beta,CZ,0,31,2015-07,2015-31
SO - 0001472,2015-02-20,2015,2,20,Linde ,Distributor,AXW291,STK-130,11,423.7,4660.7,2453,2207.7,beta,CZ,0,8,2015-02,2015-08
SO - 0001473,2015-12-22,2015,12,22,Qualitest ,Distributor,GUT930,STK-158,7,143.1,1001.7,630,371.69999999999993,beta,CX,0,52,2015-12,2015-52
SO - 0001474,2015-12-12,2015,12,12,Uriel Group,Export,FLR025,STK-147,7,414.15,2899.05,1757,1142.0499999999995,beta,CY,0,50,2015-12,2015-50
SO - 0001475,2015-12-04,2015,12,4,Apollo Ltd,Wholesale,AXW291,STK-148,8,198.72,1589.7599999999998,864,725.7599999999998,gamma,CX,0,49,2015-12,2015-49
SO - 0001476,2015-02-09,2015,2,9,New Ltd,Export,NXH382,STK-104,5,389.36,1946.8,1240,706.7999999999997,beta,CZ,0,7,2015-02,2015-07
SO - 0001477,2016-05-28,2016,5,28,Qualitest ,Export,AXW291,STK-166,11,451.92,4971.12,2959,2012.12,beta,CZ,0,21,2016-05,2016-21
SO - 0001478,2015-06-28,2015,6,28,Nipro ,Wholesale,GUT930,STK-150,7,217.14,1519.98,987,532.98,beta,CX,0,26,2015-06,2015-26
SO - 0001479,2015-02-23,2015,2,23,Burt's Corp,Distributor,GUT930,STK-149,6,112.56000000000002,675.3600000000001,402,273.3600000000001,beta,CY,0,9,2015-02,2015-09
SO - 0001480,2015-05-11,2015,5,11,Mylan Corp,Export,NXH382,STK-159,12,603.2,7238.400000000001,3480,3758.400000000001,alpha,AZ,0,20,2015-05,2015-20
SO - 0001481,2016-04-27,2016,4,27,U.S. Ltd,Distributor,AXW291,STK-117,5,301.44,1507.2,785,722.2,beta,CX,0,17,2016-04,2016-17
SO - 0001482,2015-08-06,2015,8,6,21st Ltd,Wholesale,NXH382,STK-102,6,354.32,2125.92,1236,889.9200000000001,gamma,CZ,0,32,2015-08,2015-32
SO - 0001483,2015-08-24,2015,8,24,"Exact-Rx, Corp",Distributor,AXW291,STK-140,8,282.48,2259.84,1056,1203.8399999999997,beta,CY,0,35,2015-08,2015-35
SO - 0001484,2016-03-21,2016,3,21,Eminence Corp,Wholesale,FLR025,STK-112,9,643.5,5791.5,2574,3217.5,alpha,AX,0,12,2016-03,2016-12
SO - 0001485,2015-12-11,2015,12,11,OUR Ltd,Wholesale,AXW291,STK-156,11,178.5,1963.5,935,1028.5,alpha,CY,0,50,2015-12,2015-50
SO - 0001486,2016-06-02,2016,6,2,Eminence Corp,Distributor,AXW291,STK-105,7,480.68,3364.76,1708,1656.7600000000002,alpha,CY,0,22,2016-06,2016-22
SO - 0001487,2015-12-13,2015,12,13,21st Ltd,Distributor,AXW291,STK-127,12,207.05,2484.6,1212,1272.6,gamma,CY,0,50,2015-12,2015-50
SO - 0001488,2016-04-02,2016,4,2,Apollo Ltd,Wholesale,GUT930,STK-102,12,354.32,4251.84,2472,1779.84,gamma,CZ,0,13,2016-04,2016-13
SO - 0001489,2016-05-02,2016,5,2,Amylin Group,Distributor,AXW291,STK-141,9,301.49999999999994,2713.4999999999995,1350,1363.4999999999995,beta,CY,1,18,2016-05,2016-18
SO - 0001490,2015-08-14,2015,8,14,Sundial ,Wholesale,NXH382,STK-162,8,187.18,1497.44,784,713.44,alpha,CX,0,33,2015-08,2015-33
SO - 0001491,2016-02-17,2016,2,17,Eminence Corp,Export,AXW291,STK-148,7,198.72,1391.0399999999995,756,635.0399999999997,alpha,CX,0,7,2016-02,2016-07
SO - 0001492,2015-05-08,2015,5,8,Eminence Corp,Distributor,AXW291,STK-106,7,206.55,1445.85,945,500.85000000000014,alpha,CY,0,19,2015-05,2015-19
SO - 0001493,2016-01-25,2016,1,25,Ole Group,Distributor,FLR025,STK-147,11,414.15,4555.65,2761,1794.6499999999996,gamma,CY,0,4,2016-01,2016-04
SO - 0001494,2015-05-03,2015,5,3,Rochester Ltd,Wholesale,GUT930,STK-100,12,115.8,1389.6,720,669.6000000000001,beta,CX,0,18,2015-05,2015-18
SO - 0001495,2016-02-21,2016,2,21,ETUDE Ltd,Distributor,FLR025,STK-132,11,311.06,3421.66,1661,1760.66,beta,CY,0,7,2016-02,2016-07
SO - 0001496,2015-03-17,2015,3,17,Avon Corp,Export,AXW291,STK-153,12,452.48,5429.76,2688,2741.76,alpha,BX,1,12,2015-03,2015-12
SO - 0001497,2015-09-15,2015,9,15,Llorens Ltd,Wholesale,NXH382,STK-163,6,239.04,1434.24,996,438.24,gamma,CY,0,38,2015-09,2015-38
SO - 0001498,2016-03-16,2016,3,16,Select ,Distributor,NXH382,STK-150,6,217.14,1302.84,846,456.84000000000015,beta,CX,0,11,2016-03,2016-11
SO - 0001499,2016-01-17,2016,1,17,Amylin Group,Wholesale,AXW291,STK-120,8,444.44000000000005,3555.5200000000004,2168,1387.5200000000004,beta,CX,0,2,2016-01,2016-02
SO - 0001500,2015-09-27,2015,9,27,Avon Corp,Wholesale,AXW291,STK-143,5,111.24,556.2,270,286.20000000000005,alpha,CX,0,39,2015-09,2015-39
SO - 0001501,2015-03-24,2015,3,24,Pacific Ltd,Distributor,GUT930,STK-147,7,414.15,2899.05,1757,1142.0499999999995,beta,CY,0,13,2015-03,2015-13
SO - 0001502,2016-02-27,2016,2,27,Rochester Ltd,Wholesale,FLR025,STK-148,6,198.72,1192.3199999999997,648,544.3199999999997,beta,CX,0,8,2016-02,2016-08
SO - 0001503,2015-02-06,2015,2,6,O.E. Ltd,Wholesale,NXH382,STK-156,12,178.5,2142.0,1020,1122.0,beta,CY,0,6,2015-02,2015-06
SO - 0001504,2016-04-21,2016,4,21,Capweld ,Wholesale,GUT930,STK-100,11,115.8,1273.8000000000002,660,613.8000000000002,beta,CX,0,16,2016-04,2016-16
SO - 0001505,2016-04-09,2016,4,9,Nipro ,Distributor,AXW291,STK-101,10,417.45,4174.5,2530,1644.5,beta,CX,0,14,2016-04,2016-14
SO - 0001506,2015-07-17,2015,7,17,Procter Corp,Wholesale,AXW291,STK-143,5,111.24,556.2,270,286.20000000000005,beta,CX,0,29,2015-07,2015-29
SO - 0001507,2015-09-02,2015,9,2,Trigen ,Distributor,NXH382,STK-132,12,311.06,3732.72,1812,1920.7200000000005,gamma,CY,0,36,2015-09,2015-36
SO - 0001508,2015-10-28,2015,10,28,Wuxi Group,Wholesale,AXW291,STK-162,8,187.18,1497.44,784,713.44,alpha,CX,0,44,2015-10,2015-44
SO - 0001509,2015-11-16,2015,11,16,Amylin Group,Wholesale,GUT930,STK-164,7,226.8,1587.6,735,852.6000000000001,beta,CX,0,47,2015-11,2015-47
SO - 0001510,2015-03-19,2015,3,19,"Fenwal, Corp",Wholesale,GUT930,STK-122,9,294.40000000000003,2649.6000000000004,1656,993.6000000000004,alpha,CY,0,12,2015-03,2015-12
SO - 0001511,2015-08-30,2015,8,30,Ei ,Wholesale,AXW291,STK-129,11,284.59,3130.49,2101,1029.4899999999998,alpha,CY,0,35,2015-08,2015-35
SO - 0001512,2016-03-25,2016,3,25,"Fenwal, Corp",Wholesale,FLR025,STK-112,12,643.5,7722.0,3432,4290.0,alpha,AX,1,12,2016-03,2016-12
SO - 0001513,2015-05-13,2015,5,13,Ohio ,Wholesale,NXH382,STK-165,7,145.6,1019.2,637,382.19999999999993,beta,CY,0,20,2015-05,2015-20
SO - 0001514,2016-06-16,2016,6,16,Niconovum Corp,Wholesale,GUT930,STK-165,12,145.6,1747.1999999999998,1092,655.1999999999998,alpha,CY,0,24,2016-06,2016-24
SO - 0001515,2016-02-18,2016,2,18,OUR Ltd,Distributor,AXW291,STK-152,9,359.54999999999995,3235.95,2295,940.9499999999998,alpha,CY,0,7,2016-02,2016-07
SO - 0001516,2015-12-02,2015,12,2,E. Ltd,Wholesale,AXW291,STK-160,5,240.64,1203.1999999999998,640,563.1999999999998,beta,CZ,0,49,2015-12,2015-49
SO - 0001517,2016-04-28,2016,4,28,Select ,Distributor,AXW291,STK-101,5,417.45,2087.25,1265,822.25,beta,CX,0,17,2016-04,2016-17
SO - 0001518,2015-05-11,2015,5,11,Capweld ,Wholesale,GUT930,STK-135,5,311.75,1558.75,1075,483.75,beta,CY,0,20,2015-05,2015-20
SO - 0001519,2015-12-15,2015,12,15,"Exact-Rx, Corp",Distributor,NXH382,STK-165,9,145.6,1310.4,819,491.3999999999999,beta,CY,0,51,2015-12,2015-51
SO - 0001520,2015-05-31,2015,5,31,Victory Ltd,Distributor,AXW291,STK-160,9,240.64,2165.76,1152,1013.7599999999998,beta,CZ,0,22,2015-05,2015-22
SO - 0001521,2015-06-03,2015,6,3,Bare ,Export,AXW291,STK-136,7,287.98,2015.86,1078,937.86,beta,CY,0,23,2015-06,2015-23
SO - 0001522,2015-04-30,2015,4,30,S.S.S. Group,Export,GUT930,STK-148,11,198.72,2185.92,1188,997.9199999999996,alpha,CX,0,18,2015-04,2015-18
SO - 0001523,2015-09-18,2015,9,18,Sundial ,Distributor,GUT930,STK-138,5,257.28,1286.4,670,616.3999999999999,alpha,CY,0,38,2015-09,2015-38
SO - 0001524,2015-12-31,2015,12,31,Medline ,Wholesale,NXH382,STK-157,9,444.02,3996.18,2682,1314.1799999999998,beta,CZ,0,53,2015-12,2015-53
SO - 0001525,2015-12-04,2015,12,4,S.S.S. Group,Distributor,AXW291,STK-143,6,111.24,667.44,324,343.44000000000005,alpha,CX,0,49,2015-12,2015-49
SO - 0001526,2016-04-21,2016,4,21,U.S. Ltd,Export,AXW291,STK-156,6,178.5,1071.0,510,561.0,beta,CY,0,16,2016-04,2016-16
SO - 0001527,2016-01-29,2016,1,29,Medline ,Distributor,GUT930,STK-112,7,643.5,4504.5,2002,2502.5,beta,AX,0,4,2016-01,2016-04
SO - 0001528,2015-10-09,2015,10,9,Ole Group,Wholesale,AXW291,STK-116,6,182.04,1092.24,492,600.24,gamma,CZ,0,41,2015-10,2015-41
SO - 0001529,2015-11-09,2015,11,9,"Elorac, Corp",Distributor,GUT930,STK-158,5,143.1,715.5,450,265.5,beta,CX,0,46,2015-11,2015-46
SO - 0001530,2016-02-24,2016,2,24,Pacific Ltd,Wholesale,GUT930,STK-108,5,548.12,2740.6,1420,1320.6,beta,BY,0,8,2016-02,2016-08
SO - 0001531,2015-01-12,2015,1,12,Mylan Corp,Distributor,GUT930,STK-145,7,305.02,2135.14,1414,721.1399999999999,alpha,CZ,0,3,2015-01,2015-03
SO - 0001532,2016-06-02,2016,6,2,WakeFern ,Wholesale,AXW291,STK-160,12,240.64,2887.68,1536,1351.6799999999998,alpha,CZ,0,22,2016-06,2016-22
SO - 0001533,2015-10-24,2015,10,24,Pure Group,Wholesale,GUT930,STK-161,8,473.1,3784.8,2280,1504.8000000000002,beta,CY,0,43,2015-10,2015-43
SO - 0001534,2015-05-24,2015,5,24,Trigen ,Distributor,FLR025,STK-119,6,411.09,2466.54,1278,1188.54,gamma,CY,0,21,2015-05,2015-21
SO - 0001535,2015-11-16,2015,11,16,Burt's Corp,Wholesale,NXH382,STK-137,6,307.98,1847.88,1062,785.8800000000001,beta,CY,0,47,2015-11,2015-47
SO - 0001536,2015-07-22,2015,7,22,Dharma Ltd,Wholesale,FLR025,STK-131,8,580.35,4642.8,2120,2522.8,alpha,BY,0,30,2015-07,2015-30
SO - 0001537,2015-04-09,2015,4,9,Qualitest ,Export,AXW291,STK-152,9,359.54999999999995,3235.95,2295,940.9499999999998,beta,CY,0,15,2015-04,2015-15
SO - 0001538,2016-06-11,2016,6,11,O.E. Ltd,Export,AXW291,STK-110,6,538.48,3230.88,1524,1706.88,beta,BX,0,23,2016-06,2016-23
SO - 0001539,2016-04-22,2016,4,22,Capweld ,Distributor,NXH382,STK-152,8,359.54999999999995,2876.4,2040,836.3999999999996,beta,CY,0,16,2016-04,2016-16
SO - 0001540,2015-09-20,2015,9,20,Pacific Ltd,Wholesale,AXW291,STK-132,11,311.06,3421.66,1661,1760.66,beta,CY,0,38,2015-09,2015-38
SO - 0001541,2015-03-16,2015,3,16,Pure Group,Distributor,FLR025,STK-100,6,115.8,694.8000000000001,360,334.80000000000007,beta,CX,0,12,2015-03,2015-12
SO - 0001542,2015-09-21,2015,9,21,Procter Corp,Distributor,FLR025,STK-159,6,603.2,3619.2,1740,1879.2000000000005,beta,AZ,0,39,2015-09,2015-39
SO - 0001543,2015-09-06,2015,9,6,OHTA'S Corp,Distributor,NXH382,STK-141,7,301.49999999999994,2110.4999999999995,1050,1060.4999999999995,gamma,CY,0,36,2015-09,2015-36
SO - 0001544,2015-12-28,2015,12,28,New Ltd,Wholesale,FLR025,STK-123,5,233.84,1169.2,740,429.2000000000001,beta,CY,1,53,2015-12,2015-53
SO - 0001545,2015-02-25,2015,2,25,"3LAB, Ltd",Wholesale,AXW291,STK-125,11,167.7,1844.7,946,898.6999999999998,beta,CZ,0,9,2015-02,2015-09
SO - 0001546,2015-06-11,2015,6,11,Ole Group,Distributor,FLR025,STK-165,7,145.6,1019.2,637,382.19999999999993,gamma,CY,0,24,2015-06,2015-24
SO - 0001547,2015-03-16,2015,3,16,S.S.S. Group,Export,AXW291,STK-163,5,239.04,1195.2,830,365.2000000000001,alpha,CY,0,12,2015-03,2015-12
SO - 0001548,2015-10-15,2015,10,15,Uriel Group,Export,NXH382,STK-159,6,603.2,3619.2,1740,1879.2000000000005,beta,AZ,0,42,2015-10,2015-42
SO - 0001549,2015-02-03,2015,2,3,AuroMedics Corp,Distributor,NXH382,STK-143,11,111.24,1223.64,594,629.6400000000001,gamma,CX,0,6,2015-02,2015-06
SO - 0001550,2015-01-16,2015,1,16,Niconovum Corp,Wholesale,FLR025,STK-168,10,535.02,5350.2,2410,2940.2,alpha,BZ,0,3,2015-01,2015-03
SO - 0001551,2015-07-27,2015,7,27,"3LAB, Ltd",Wholesale,AXW291,STK-139,10,574.24,5742.4,2960,2782.4,beta,BY,0,31,2015-07,2015-31
SO - 0001552,2016-02-10,2016,2,10,Capweld ,Distributor,FLR025,STK-152,12,359.54999999999995,4314.599999999999,3060,1254.5999999999997,beta,CY,0,6,2016-02,2016-06
SO - 0001553,2016-03-12,2016,3,12,Pure Group,Distributor,AXW291,STK-141,12,301.49999999999994,3617.999999999999,1800,1817.999999999999,beta,CY,0,10,2016-03,2016-10
SO - 0001554,2016-04-12,2016,4,12,Trigen ,Wholesale,GUT930,STK-123,7,233.84,1636.88,1036,600.8800000000001,gamma,CY,0,15,2016-04,2016-15
SO - 0001555,2016-05-25,2016,5,25,E. Ltd,Wholesale,AXW291,STK-108,8,548.12,4384.96,2272,2112.96,beta,BY,0,21,2016-05,2016-21
SO - 0001556,2015-03-15,2015,3,15,Ole Group,Distributor,GUT930,STK-145,5,305.02,1525.1,1010,515.0999999999999,gamma,CZ,0,11,2015-03,2015-11
SO - 0001557,2016-01-14,2016,1,14,New Ltd,Distributor,AXW291,STK-134,8,484.3,3874.4,2320,1554.3999999999996,beta,BX,0,2,2016-01,2016-02
SO - 0001558,2015-05-23,2015,5,23,Niconovum Corp,Distributor,AXW291,STK-105,5,480.68,2403.4,1220,1183.4,alpha,CY,0,21,2015-05,2015-21
SO - 0001559,2016-02-06,2016,2,6,Pacific Ltd,Wholesale,NXH382,STK-155,7,513.08,3591.5600000000004,1778,1813.5600000000004,beta,CX,0,5,2016-02,2016-05
SO - 0001560,2016-06-13,2016,6,13,"Exact-Rx, Corp",Wholesale,AXW291,STK-111,6,406.8,2440.8,1356,1084.8000000000002,beta,CZ,0,24,2016-06,2016-24
SO - 0001561,2016-01-15,2016,1,15,New Ltd,Export,AXW291,STK-138,11,257.28,2830.08,1474,1356.08,beta,CY,0,2,2016-01,2016-02
SO - 0001562,2016-05-14,2016,5,14,E. Ltd,Wholesale,AXW291,STK-125,11,167.7,1844.7,946,898.6999999999998,beta,CZ,0,19,2016-05,2016-19
SO - 0001563,2015-01-13,2015,1,13,ETUDE Ltd,Export,NXH382,STK-149,8,112.56000000000002,900.4800000000001,536,364.4800000000001,beta,CY,0,3,2015-01,2015-03
SO - 0001564,2015-11-25,2015,11,25,U.S. Ltd,Distributor,AXW291,STK-120,8,444.44000000000005,3555.5200000000004,2168,1387.5200000000004,beta,CX,0,48,2015-11,2015-48
SO - 0001565,2015-12-05,2015,12,5,Dharma Ltd,Wholesale,NXH382,STK-156,6,178.5,1071.0,510,561.0,alpha,CY,0,49,2015-12,2015-49
SO - 0001566,2016-06-02,2016,6,2,Uriel Group,Wholesale,FLR025,STK-164,9,226.8,2041.2,945,1096.2,beta,CX,0,22,2016-06,2016-22
SO - 0001567,2016-02-06,2016,2,6,Dharma Ltd,Distributor,NXH382,STK-120,5,444.44000000000005,2222.2000000000003,1355,867.2000000000003,alpha,CX,0,5,2016-02,2016-05
SO - 0001568,2015-05-07,2015,5,7,Capweld ,Wholesale,GUT930,STK-106,12,206.55,2478.6000000000004,1620,858.6000000000004,beta,CY,0,19,2015-05,2015-19
SO - 0001569,2015-12-23,2015,12,23,"Elorac, Corp",Wholesale,GUT930,STK-113,12,323.4,3880.8,1980,1900.8,beta,CZ,0,52,2015-12,2015-52
SO - 0001570,2015-07-22,2015,7,22,Llorens Ltd,Distributor,AXW291,STK-154,8,345.15,2761.2,1560,1201.1999999999998,gamma,CY,0,30,2015-07,2015-30
SO - 0001571,2015-04-16,2015,4,16,Bare ,Wholesale,AXW291,STK-166,6,451.92,2711.52,1614,1097.52,beta,CZ,0,16,2015-04,2015-16
SO - 0001572,2015-01-10,2015,1,10,Nipro ,Export,AXW291,STK-136,5,287.98,1439.9,770,669.9000000000001,beta,CY,0,2,2015-01,2015-02
SO - 0001573,2015-03-08,2015,3,8,Dharma Ltd,Distributor,AXW291,STK-157,9,444.02,3996.18,2682,1314.1799999999998,alpha,CZ,0,10,2015-03,2015-10
SO - 0001574,2016-02-18,2016,2,18,E. Ltd,Wholesale,AXW291,STK-123,9,233.84,2104.56,1332,772.56,beta,CY,0,7,2016-02,2016-07
SO - 0001575,2016-05-13,2016,5,13,Pure Group,Wholesale,AXW291,STK-110,5,538.48,2692.4,1270,1422.4,beta,BX,0,19,2016-05,2016-19
SO - 0001576,2015-08-10,2015,8,10,Prasco Group,Wholesale,GUT930,STK-143,9,111.24,1001.16,486,515.1600000000001,alpha,CX,0,33,2015-08,2015-33
SO - 0001577,2015-09-27,2015,9,27,Medsep Group,Wholesale,AXW291,STK-146,7,443.84,3106.88,2044,1062.88,beta,BX,0,39,2015-09,2015-39
SO - 0001578,2015-05-19,2015,5,19,Qualitest ,Distributor,NXH382,STK-139,5,574.24,2871.2,1480,1391.1999999999998,beta,BY,0,21,2015-05,2015-21
SO - 0001579,2016-03-30,2016,3,30,OHTA'S Corp,Export,AXW291,STK-133,10,271.56,2715.6,1860,855.5999999999999,gamma,CY,0,13,2016-03,2016-13
SO - 0001580,2016-01-19,2016,1,19,Winthrop ,Distributor,AXW291,STK-163,11,239.04,2629.44,1826,803.44,beta,CY,0,3,2016-01,2016-03
SO - 0001581,2016-01-03,2016,1,3,Prasco Group,Wholesale,GUT930,STK-120,7,444.44000000000005,3111.0800000000004,1897,1214.0800000000004,alpha,CX,0,53,2016-01,2015-53
SO - 0001582,2016-01-29,2016,1,29,O.E. Ltd,Wholesale,GUT930,STK-139,8,574.24,4593.92,2368,2225.92,beta,BY,0,4,2016-01,2016-04
SO - 0001583,2015-12-14,2015,12,14,WakeFern ,Wholesale,FLR025,STK-112,11,643.5,7078.5,3146,3932.5,alpha,AX,0,51,2015-12,2015-51
SO - 0001584,2016-05-08,2016,5,8,Niconovum Corp,Export,AXW291,STK-167,8,343.90000000000003,2751.2000000000003,1520,1231.2000000000005,alpha,CY,0,18,2016-05,2016-18
SO - 0001585,2015-09-26,2015,9,26,Procter Corp,Wholesale,GUT930,STK-165,8,145.6,1164.8,728,436.8,beta,CY,0,39,2015-09,2015-39
SO - 0001586,2015-05-14,2015,5,14,Ole Group,Distributor,AXW291,STK-124,11,139.87,1538.5700000000002,781,757.5700000000002,gamma,CZ,0,20,2015-05,2015-20
SO - 0001587,2015-08-19,2015,8,19,Burt's Corp,Wholesale,GUT930,STK-156,8,178.5,1428.0,680,748.0,beta,CY,0,34,2015-08,2015-34
SO - 0001588,2016-02-27,2016,2,27,E. Ltd,Wholesale,AXW291,STK-126,5,407.62,2038.1,1145,893.0999999999999,beta,CX,0,8,2016-02,2016-08
SO - 0001589,2015-09-17,2015,9,17,Nipro ,Wholesale,GUT930,STK-166,12,451.92,5423.04,3228,2195.04,beta,CZ,0,38,2015-09,2015-38
SO - 0001590,2016-02-29,2016,2,29,Mylan Corp,Wholesale,AXW291,STK-155,10,513.08,5130.8,2540,2590.8,alpha,CX,0,9,2016-02,2016-09
SO - 0001591,2015-11-19,2015,11,19,"PEDIFIX, Corp",Wholesale,FLR025,STK-118,7,146.91,1028.37,581,447.3699999999999,beta,CY,0,47,2015-11,2015-47
SO - 0001592,2015-04-01,2015,4,1,Amylin Group,Wholesale,GUT930,STK-160,7,240.64,1684.48,896,788.48,beta,CZ,0,14,2015-04,2015-14
SO - 0001593,2016-04-19,2016,4,19,"Apotheca, Ltd",Distributor,NXH382,STK-116,9,182.04,1638.36,738,900.3599999999999,beta,CZ,0,16,2016-04,2016-16
SO - 0001594,2015-03-30,2015,3,30,Uriel Group,Wholesale,AXW291,STK-168,8,535.02,4280.16,1928,2352.16,beta,BZ,0,14,2015-03,2015-14
SO - 0001595,2016-06-23,2016,6,23,Ascend Ltd,Wholesale,NXH382,STK-160,12,240.64,2887.68,1536,1351.6799999999998,beta,CZ,0,25,2016-06,2016-25
SO - 0001596,2015-11-23,2015,11,23,WakeFern ,Export,NXH382,STK-146,7,443.84,3106.88,2044,1062.88,alpha,BX,0,48,2015-11,2015-48
SO - 0001597,2016-05-10,2016,5,10,Victory Ltd,Distributor,AXW291,STK-108,10,548.12,5481.2,2840,2641.2,beta,BY,0,19,2016-05,2016-19
SO - 0001598,2015-05-23,2015,5,23,Pacific Ltd,Wholesale,NXH382,STK-147,10,414.15,4141.5,2510,1631.5,beta,CY,0,21,2015-05,2015-21
SO - 0001599,2015-06-13,2015,6,13,Procter Corp,Export,GUT930,STK-167,7,343.90000000000003,2407.3,1330,1077.3000000000002,beta,CY,0,24,2015-06,2015-24
SO - 0001600,2015-03-04,2015,3,4,"Fenwal, Corp",Wholesale,AXW291,STK-112,11,643.5,7078.5,3146,3932.5,alpha,AX,0,10,2015-03,2015-10
SO - 0001601,2015-06-23,2015,6,23,Llorens Ltd,Distributor,NXH382,STK-135,8,311.75,2494.0,1720,774.0,gamma,CY,0,26,2015-06,2015-26
